CMDLINE uvicorn app.main:app
MEM 0.031250 1783160132.1310
MEM 32.937500 1783160132.2331
MEM 38.328125 1783160132.3334
MEM 49.703125 1783160132.4362
MEM 65.828125 1783160132.5412
MEM 81.593750 1783160132.6444
MEM 94.593750 1783160132.7447
MEM 105.359375 1783160132.8499
MEM 116.515625 1783160132.9528
MEM 125.093750 1783160133.0579
MEM 136.187500 1783160133.1631
MEM 148.468750 1783160133.2647
MEM 151.000000 1783160133.3690
MEM 151.015625 1783160133.4718
MEM 151.015625 1783160133.5770
MEM 151.015625 1783160133.6784
MEM 151.015625 1783160133.7836
MEM 151.015625 1783160133.8840
MEM 151.015625 1783160133.9862
MEM 151.015625 1783160134.0884
MEM 151.015625 1783160134.1936
MEM 151.015625 1783160134.2971
MEM 151.015625 1783160134.4024
MEM 151.015625 1783160134.5078
MEM 151.015625 1783160134.6099
MEM 151.015625 1783160134.7152
MEM 150.218750 1783160134.8200
MEM 149.890625 1783160134.9253
MEM 149.500000 1783160135.0268
MEM 130.765625 1783160135.1321
MEM 125.765625 1783160135.2366
MEM 125.765625 1783160135.3418
MEM 125.765625 1783160135.4470
MEM 125.765625 1783160135.5483
MEM 125.765625 1783160135.6535
MEM 120.156250 1783160135.7588
MEM 120.093750 1783160135.8597
MEM 119.859375 1783160135.9636
MEM 119.828125 1783160136.0659
MEM 119.828125 1783160136.1711
MEM 119.828125 1783160136.2745
MEM 119.828125 1783160136.3751
MEM 119.843750 1783160136.4768
MEM 119.843750 1783160136.5820
MEM 119.843750 1783160136.6831
MEM 119.843750 1783160136.7884
MEM 119.843750 1783160136.8934
MEM 119.843750 1783160136.9987
MEM 119.765625 1783160137.1039
MEM 119.765625 1783160137.2091
MEM 119.765625 1783160137.3143
MEM 119.781250 1783160137.4148
MEM 119.781250 1783160137.5184
MEM 119.781250 1783160137.6213
MEM 119.781250 1783160137.7266
MEM 119.781250 1783160137.8292
MEM 119.781250 1783160137.9303
MEM 119.781250 1783160138.0353
MEM 119.781250 1783160138.1388
MEM 119.781250 1783160138.2418
MEM 119.828125 1783160138.3466
MEM 119.828125 1783160138.4517
MEM 119.828125 1783160138.5521
MEM 119.828125 1783160138.6561
MEM 119.828125 1783160138.7608
MEM 119.828125 1783160138.8653
MEM 119.828125 1783160138.9680
MEM 119.828125 1783160139.0733
MEM 119.828125 1783160139.1755
MEM 119.828125 1783160139.2796
MEM 119.828125 1783160139.3803
MEM 119.828125 1783160139.4813
MEM 119.828125 1783160139.5865
MEM 119.828125 1783160139.6917
MEM 119.828125 1783160139.7971
MEM 119.828125 1783160139.9024
MEM 119.828125 1783160140.0077
MEM 119.828125 1783160140.1095
MEM 119.828125 1783160140.2148
MEM 119.828125 1783160140.3184
MEM 119.828125 1783160140.4237
MEM 119.828125 1783160140.5251
MEM 119.828125 1783160140.6304
MEM 119.828125 1783160140.7324
MEM 119.828125 1783160140.8358
MEM 119.828125 1783160140.9375
MEM 119.828125 1783160141.0427
MEM 119.828125 1783160141.1451
MEM 93.437500 1783160141.2485
MEM 108.906250 1783160141.3507
MEM 109.546875 1783160141.4531
MEM 105.984375 1783160141.5564
MEM 72.890625 1783160141.6578
MEM 66.031250 1783160141.7630
MEM 66.031250 1783160141.8685
MEM 66.031250 1783160141.9740
MEM 66.031250 1783160142.0773
MEM 66.687500 1783160142.1788
MEM 66.687500 1783160142.2839
MEM 86.625000 1783160142.3884
MEM 91.453125 1783160142.4936
MEM 95.562500 1783160142.5948
MEM 98.125000 1783160142.7002
MEM 98.234375 1783160142.8019
MEM 98.234375 1783160142.9071
MEM 98.234375 1783160143.0124
MEM 98.234375 1783160143.1177
MEM 98.234375 1783160143.2191
MEM 98.234375 1783160143.3245
MEM 98.234375 1783160143.4300
MEM 98.234375 1783160143.5345
MEM 98.234375 1783160143.6401
MEM 98.234375 1783160143.7453
MEM 98.234375 1783160143.8470
MEM 98.234375 1783160143.9475
MEM 98.234375 1783160144.0493
MEM 98.234375 1783160144.1545
MEM 98.234375 1783160144.2567
MEM 98.203125 1783160144.3617
MEM 98.203125 1783160144.4671
MEM 98.203125 1783160144.5726
MEM 97.953125 1783160144.6780
MEM 97.953125 1783160144.7809
MEM 97.953125 1783160144.8837
MEM 97.937500 1783160144.9894
MEM 97.937500 1783160145.0923
MEM 97.812500 1783160145.1945
MEM 97.765625 1783160145.2999
MEM 95.000000 1783160145.4054
MEM 95.000000 1783160145.5109
MEM 95.000000 1783160145.6163
MEM 95.000000 1783160145.7216
MEM 95.000000 1783160145.8271
MEM 95.000000 1783160145.9307
MEM 95.000000 1783160146.0360
MEM 95.000000 1783160146.1382
MEM 95.000000 1783160146.2436
MEM 95.000000 1783160146.3491
MEM 95.000000 1783160146.4545
MEM 95.000000 1783160146.5598
MEM 95.000000 1783160146.6653
MEM 95.000000 1783160146.7708
MEM 95.000000 1783160146.8763
MEM 95.000000 1783160146.9817
MEM 95.000000 1783160147.0851
MEM 95.000000 1783160147.1877
MEM 95.000000 1783160147.2915
MEM 95.000000 1783160147.3971
MEM 95.000000 1783160147.5027
MEM 95.000000 1783160147.6038
MEM 95.000000 1783160147.7094
MEM 95.000000 1783160147.8109
MEM 95.000000 1783160147.9163
MEM 95.000000 1783160148.0187
MEM 95.000000 1783160148.1196
MEM 95.000000 1783160148.2251
MEM 95.000000 1783160148.3305
MEM 95.000000 1783160148.4319
MEM 95.000000 1783160148.5371
MEM 95.000000 1783160148.6423
MEM 95.000000 1783160148.7449
MEM 94.343750 1783160148.8473
MEM 93.484375 1783160148.9526
MEM 93.484375 1783160149.0579
MEM 93.484375 1783160149.1633
MEM 93.484375 1783160149.2641
MEM 93.484375 1783160149.3695
MEM 93.484375 1783160149.4702
MEM 93.484375 1783160149.5757
MEM 93.484375 1783160149.6812
MEM 93.484375 1783160149.7854
MEM 93.484375 1783160149.8870
MEM 93.484375 1783160149.9890
MEM 93.484375 1783160150.0946
MEM 93.484375 1783160150.2000
MEM 93.484375 1783160150.3053
MEM 93.484375 1783160150.4105
MEM 93.484375 1783160150.5160
MEM 93.484375 1783160150.6183
MEM 93.484375 1783160150.7193
