CMDLINE uvicorn app.main:app
MEM 0.125000 1783009265.6285
MEM 38.593750 1783009265.7337
MEM 53.406250 1783009265.8388
MEM 77.875000 1783009265.9439
MEM 94.234375 1783009266.0492
MEM 109.859375 1783009266.1543
MEM 120.265625 1783009266.2594
MEM 129.609375 1783009266.3645
MEM 145.703125 1783009266.4682
MEM 150.906250 1783009266.5734
MEM 151.390625 1783009266.6785
MEM 152.015625 1783009266.7835
MEM 153.015625 1783009266.8886
MEM 155.296875 1783009266.9936
MEM 155.750000 1783009267.0988
MEM 155.781250 1783009267.2038
MEM 157.187500 1783009267.3086
MEM 157.250000 1783009267.4138
MEM 157.250000 1783009267.5194
MEM 157.250000 1783009267.6247
MEM 157.250000 1783009267.7303
MEM 157.250000 1783009267.8307
MEM 157.250000 1783009267.9363
MEM 157.250000 1783009268.0373
MEM 157.250000 1783009268.1428
MEM 157.250000 1783009268.2471
MEM 157.250000 1783009268.3526
MEM 157.250000 1783009268.4581
MEM 157.250000 1783009268.5634
MEM 157.250000 1783009268.6690
MEM 157.250000 1783009268.7741
MEM 157.250000 1783009268.8796
MEM 157.250000 1783009268.9823
MEM 157.250000 1783009269.0871
MEM 157.250000 1783009269.1906
MEM 157.250000 1783009269.2956
MEM 157.250000 1783009269.3961
MEM 157.250000 1783009269.4966
MEM 157.250000 1783009269.6020
MEM 157.250000 1783009269.7058
MEM 157.250000 1783009269.8068
MEM 157.250000 1783009269.9108
MEM 157.250000 1783009270.0145
MEM 157.250000 1783009270.1200
MEM 157.250000 1783009270.2246
MEM 157.250000 1783009270.3301
MEM 157.250000 1783009270.4357
MEM 157.250000 1783009270.5408
MEM 157.250000 1783009270.6432
MEM 157.250000 1783009270.7474
MEM 157.250000 1783009270.8488
MEM 157.250000 1783009270.9544
MEM 157.250000 1783009271.0562
MEM 157.250000 1783009271.1617
MEM 157.250000 1783009271.2671
MEM 157.250000 1783009271.3727
MEM 157.250000 1783009271.4781
MEM 157.406250 1783009271.5835
MEM 158.234375 1783009271.6847
MEM 158.218750 1783009271.7899
MEM 158.218750 1783009271.8917
MEM 158.218750 1783009271.9973
MEM 158.218750 1783009272.1003
MEM 158.218750 1783009272.2058
MEM 158.218750 1783009272.3113
MEM 158.218750 1783009272.4146
MEM 158.218750 1783009272.5165
MEM 158.218750 1783009272.6193
MEM 158.218750 1783009272.7208
MEM 158.218750 1783009272.8263
MEM 158.218750 1783009272.9280
MEM 158.218750 1783009273.0308
MEM 158.218750 1783009273.1339
MEM 158.218750 1783009273.2377
MEM 158.218750 1783009273.3393
MEM 158.218750 1783009273.4400
MEM 158.218750 1783009273.5436
MEM 158.218750 1783009273.6474
MEM 158.218750 1783009273.7527
MEM 158.218750 1783009273.8575
MEM 158.218750 1783009273.9594
MEM 158.218750 1783009274.0650
MEM 158.218750 1783009274.1700
MEM 158.218750 1783009274.2741
MEM 158.218750 1783009274.3771
MEM 158.218750 1783009274.4784
MEM 158.218750 1783009274.5824
MEM 158.218750 1783009274.6873
MEM 158.218750 1783009274.7889
MEM 158.218750 1783009274.8901
MEM 158.218750 1783009274.9956
MEM 158.218750 1783009275.1010
MEM 158.218750 1783009275.2065
MEM 158.218750 1783009275.3118
MEM 158.218750 1783009275.4143
MEM 158.218750 1783009275.5151
MEM 158.218750 1783009275.6183
MEM 158.218750 1783009275.7237
MEM 158.218750 1783009275.8292
MEM 158.218750 1783009275.9346
MEM 158.218750 1783009276.0373
MEM 158.218750 1783009276.1411
MEM 158.218750 1783009276.2449
MEM 158.218750 1783009276.3474
MEM 158.218750 1783009276.4529
MEM 158.218750 1783009276.5559
MEM 158.218750 1783009276.6572
MEM 158.218750 1783009276.7626
MEM 158.218750 1783009276.8643
MEM 158.218750 1783009276.9689
MEM 158.218750 1783009277.0711
MEM 158.218750 1783009277.1764
MEM 158.218750 1783009277.2780
MEM 158.218750 1783009277.3828
MEM 158.218750 1783009277.4835
MEM 158.218750 1783009277.5890
MEM 158.218750 1783009277.6922
MEM 158.218750 1783009277.7968
MEM 158.218750 1783009277.8994
MEM 158.218750 1783009278.0047
MEM 158.218750 1783009278.1100
MEM 158.218750 1783009278.2155
MEM 158.218750 1783009278.3197
MEM 158.218750 1783009278.4241
MEM 158.218750 1783009278.5296
MEM 158.218750 1783009278.6350
MEM 158.218750 1783009278.7404
MEM 158.218750 1783009278.8458
MEM 158.218750 1783009278.9513
MEM 158.218750 1783009279.0525
MEM 158.218750 1783009279.1578
MEM 158.218750 1783009279.2581
MEM 158.218750 1783009279.3621
MEM 158.218750 1783009279.4677
MEM 158.218750 1783009279.5699
MEM 158.218750 1783009279.6741
MEM 158.218750 1783009279.7761
MEM 158.218750 1783009279.8809
MEM 158.218750 1783009279.9820
MEM 158.218750 1783009280.0874
MEM 158.218750 1783009280.1900
MEM 158.218750 1783009280.2931
MEM 158.218750 1783009280.3971
MEM 158.218750 1783009280.5015
MEM 158.218750 1783009280.6069
MEM 158.218750 1783009280.7125
MEM 158.218750 1783009280.8134
MEM 158.218750 1783009280.9153
MEM 158.218750 1783009281.0170
MEM 159.203125 1783009281.1223
MEM 159.859375 1783009281.2232
MEM 160.843750 1783009281.3242
MEM 161.406250 1783009281.4293
MEM 161.406250 1783009281.5351
MEM 161.781250 1783009281.6401
MEM 161.937500 1783009281.7453
MEM 163.281250 1783009281.8504
MEM 163.593750 1783009281.9555
MEM 163.046875 1783009282.0608
MEM 160.843750 1783009282.1639
MEM 160.843750 1783009282.2672
MEM 160.843750 1783009282.3709
MEM 160.843750 1783009282.4741
MEM 160.843750 1783009282.5796
MEM 160.843750 1783009282.6819
MEM 160.812500 1783009282.7826
MEM 160.812500 1783009282.8839
MEM 160.812500 1783009282.9863
MEM 160.812500 1783009283.0914
MEM 156.312500 1783009283.1969
MEM 140.218750 1783009283.3016
MEM 140.218750 1783009283.4057
MEM 140.218750 1783009283.5099
MEM 140.218750 1783009283.6154
MEM 140.218750 1783009283.7166
MEM 140.218750 1783009283.8190
MEM 140.218750 1783009283.9212
MEM 140.218750 1783009284.0266
MEM 140.218750 1783009284.1288
MEM 140.218750 1783009284.2342
MEM 140.218750 1783009284.3395
MEM 140.218750 1783009284.4450
MEM 140.218750 1783009284.5505
MEM 140.218750 1783009284.6560
MEM 140.218750 1783009284.7574
MEM 138.546875 1783009284.8623
MEM 138.546875 1783009284.9663
MEM 138.546875 1783009285.0718
MEM 138.546875 1783009285.1772
MEM 138.546875 1783009285.2828
MEM 138.546875 1783009285.3882
MEM 138.546875 1783009285.4938
MEM 138.546875 1783009285.5960
MEM 138.546875 1783009285.7015
MEM 138.546875 1783009285.8067
MEM 138.546875 1783009285.9119
MEM 138.546875 1783009286.0174
MEM 138.546875 1783009286.1223
MEM 138.171875 1783009286.2275
MEM 138.171875 1783009286.3326
MEM 138.171875 1783009286.4376
MEM 138.171875 1783009286.5405
MEM 138.171875 1783009286.6421
MEM 138.171875 1783009286.7476
MEM 138.171875 1783009286.8530
MEM 138.171875 1783009286.9585
MEM 138.171875 1783009287.0602
MEM 138.171875 1783009287.1621
MEM 138.171875 1783009287.2664
MEM 138.171875 1783009287.3719
MEM 138.171875 1783009287.4741
MEM 138.171875 1783009287.5754
MEM 138.171875 1783009287.6765
MEM 138.171875 1783009287.7790
MEM 138.171875 1783009287.8813
MEM 138.171875 1783009287.9869
MEM 138.171875 1783009288.0895
MEM 138.171875 1783009288.1951
MEM 138.171875 1783009288.3002
MEM 138.171875 1783009288.4019
MEM 138.171875 1783009288.5075
MEM 138.171875 1783009288.6124
MEM 138.171875 1783009288.7161
MEM 138.171875 1783009288.8218
MEM 138.171875 1783009288.9256
MEM 138.171875 1783009289.0299
MEM 138.171875 1783009289.1314
MEM 138.171875 1783009289.2336
MEM 138.171875 1783009289.3371
MEM 138.171875 1783009289.4397
MEM 138.171875 1783009289.5450
MEM 138.171875 1783009289.6505
MEM 138.171875 1783009289.7559
MEM 138.171875 1783009289.8613
MEM 138.171875 1783009289.9664
MEM 138.171875 1783009290.0720
MEM 138.171875 1783009290.1775
MEM 138.171875 1783009290.2787
MEM 138.171875 1783009290.3810
MEM 138.171875 1783009290.4866
MEM 138.171875 1783009290.5907
MEM 138.171875 1783009290.6963
MEM 138.171875 1783009290.7998
MEM 138.171875 1783009290.9052
MEM 139.078125 1783009291.0086
MEM 139.171875 1783009291.1139
MEM 139.171875 1783009291.2158
MEM 139.171875 1783009291.3166
MEM 139.171875 1783009291.4210
MEM 139.171875 1783009291.5262
MEM 139.171875 1783009291.6310
MEM 139.187500 1783009291.7366
MEM 139.187500 1783009291.8422
MEM 139.187500 1783009291.9449
MEM 139.187500 1783009292.0492
MEM 139.187500 1783009292.1538
MEM 139.187500 1783009292.2593
MEM 139.187500 1783009292.3624
MEM 139.187500 1783009292.4678
MEM 139.187500 1783009292.5733
MEM 139.187500 1783009292.6788
MEM 139.187500 1783009292.7829
MEM 139.187500 1783009292.8884
MEM 139.187500 1783009292.9937
MEM 139.187500 1783009293.0947
MEM 139.187500 1783009293.1972
MEM 139.187500 1783009293.3022
MEM 139.187500 1783009293.4078
MEM 139.187500 1783009293.5093
MEM 139.187500 1783009293.6149
MEM 139.187500 1783009293.7186
MEM 139.187500 1783009293.8241
MEM 139.187500 1783009293.9250
MEM 139.187500 1783009294.0299
MEM 139.187500 1783009294.1357
MEM 139.187500 1783009294.2370
MEM 139.187500 1783009294.3395
MEM 139.187500 1783009294.4448
MEM 139.187500 1783009294.5454
MEM 139.187500 1783009294.6503
MEM 139.187500 1783009294.7527
MEM 139.187500 1783009294.8583
MEM 139.187500 1783009294.9606
MEM 139.187500 1783009295.0633
MEM 139.187500 1783009295.1661
MEM 139.187500 1783009295.2669
MEM 139.187500 1783009295.3723
MEM 139.187500 1783009295.4768
MEM 139.187500 1783009295.5823
MEM 139.187500 1783009295.6839
MEM 139.187500 1783009295.7875
MEM 139.187500 1783009295.8885
MEM 139.187500 1783009295.9906
MEM 139.187500 1783009296.0961
MEM 139.187500 1783009296.2019
MEM 139.187500 1783009296.3032
MEM 139.187500 1783009296.4086
MEM 139.187500 1783009296.5142
MEM 139.203125 1783009296.6197
MEM 139.203125 1783009296.7252
MEM 139.203125 1783009296.8308
MEM 139.203125 1783009296.9365
MEM 139.203125 1783009297.0415
MEM 139.203125 1783009297.1429
MEM 139.203125 1783009297.2435
MEM 139.203125 1783009297.3489
MEM 139.203125 1783009297.4523
MEM 139.203125 1783009297.5577
MEM 139.203125 1783009297.6586
