CMDLINE uvicorn app.main:app
MEM 0.140625 1783168748.1063
MEM 36.812500 1783168748.2115
MEM 51.500000 1783168748.3167
MEM 74.000000 1783168748.4218
MEM 91.828125 1783168748.5269
MEM 106.343750 1783168748.6321
MEM 118.937500 1783168748.7372
MEM 127.343750 1783168748.8424
MEM 140.093750 1783168748.9475
MEM 149.875000 1783168749.0527
MEM 150.218750 1783168749.1579
MEM 150.218750 1783168749.2633
MEM 150.218750 1783168749.3667
MEM 150.218750 1783168749.4722
MEM 150.218750 1783168749.5777
MEM 150.218750 1783168749.6832
MEM 150.218750 1783168749.7872
MEM 150.218750 1783168749.8927
MEM 150.218750 1783168749.9961
MEM 150.218750 1783168750.1010
MEM 150.218750 1783168750.2063
MEM 150.218750 1783168750.3101
MEM 150.218750 1783168750.4155
MEM 150.218750 1783168750.5185
MEM 150.218750 1783168750.6232
MEM 150.218750 1783168750.7281
MEM 150.218750 1783168750.8335
MEM 150.218750 1783168750.9387
MEM 150.218750 1783168751.0438
MEM 150.218750 1783168751.1457
MEM 150.218750 1783168751.2512
MEM 150.218750 1783168751.3553
MEM 150.218750 1783168751.4607
MEM 150.218750 1783168751.5629
MEM 150.218750 1783168751.6655
MEM 150.218750 1783168751.7679
MEM 150.218750 1783168751.8732
MEM 150.218750 1783168751.9788
MEM 150.218750 1783168752.0844
MEM 150.218750 1783168752.1864
MEM 150.218750 1783168752.2871
MEM 150.218750 1783168752.3895
MEM 150.218750 1783168752.4947
MEM 150.218750 1783168752.5995
MEM 150.218750 1783168752.7047
MEM 150.218750 1783168752.8070
MEM 150.218750 1783168752.9123
MEM 150.218750 1783168753.0173
MEM 150.218750 1783168753.1223
MEM 150.218750 1783168753.2233
MEM 150.218750 1783168753.3260
MEM 150.218750 1783168753.4293
MEM 150.218750 1783168753.5323
MEM 150.218750 1783168753.6377
MEM 150.218750 1783168753.7430
MEM 150.218750 1783168753.8484
MEM 150.218750 1783168753.9498
MEM 150.218750 1783168754.0512
MEM 150.218750 1783168754.1567
MEM 150.218750 1783168754.2619
MEM 150.203125 1783168754.3673
MEM 150.203125 1783168754.4689
MEM 150.203125 1783168754.5741
MEM 150.203125 1783168754.6765
MEM 150.203125 1783168754.7817
MEM 150.203125 1783168754.8834
MEM 150.203125 1783168754.9855
MEM 150.203125 1783168755.0907
MEM 150.203125 1783168755.1960
MEM 150.203125 1783168755.3012
MEM 150.203125 1783168755.4068
MEM 150.203125 1783168755.5122
MEM 150.203125 1783168755.6176
MEM 150.203125 1783168755.7208
MEM 150.203125 1783168755.8262
MEM 150.203125 1783168755.9307
MEM 150.203125 1783168756.0354
MEM 150.203125 1783168756.1392
MEM 150.203125 1783168756.2403
MEM 150.203125 1783168756.3457
MEM 150.203125 1783168756.4510
MEM 150.203125 1783168756.5563
MEM 150.203125 1783168756.6616
MEM 150.203125 1783168756.7633
MEM 150.203125 1783168756.8688
MEM 150.203125 1783168756.9741
MEM 150.203125 1783168757.0794
MEM 150.203125 1783168757.1848
MEM 150.203125 1783168757.2872
MEM 150.203125 1783168757.3925
MEM 150.203125 1783168757.4977
MEM 150.203125 1783168757.5995
MEM 150.203125 1783168757.7026
MEM 150.203125 1783168757.8081
MEM 150.203125 1783168757.9095
MEM 150.203125 1783168758.0140
MEM 150.203125 1783168758.1160
MEM 150.203125 1783168758.2188
MEM 150.203125 1783168758.3194
MEM 150.203125 1783168758.4239
MEM 150.203125 1783168758.5283
MEM 150.203125 1783168758.6337
MEM 150.203125 1783168758.7344
MEM 150.203125 1783168758.8397
MEM 150.203125 1783168758.9450
MEM 150.203125 1783168759.0505
MEM 150.203125 1783168759.1559
MEM 150.203125 1783168759.2600
MEM 150.203125 1783168759.3619
MEM 150.203125 1783168759.4670
MEM 150.203125 1783168759.5682
MEM 150.203125 1783168759.6734
MEM 150.203125 1783168759.7787
MEM 150.203125 1783168759.8826
MEM 152.500000 1783168759.9875
MEM 153.531250 1783168760.0898
MEM 151.890625 1783168760.1925
MEM 155.000000 1783168760.2932
MEM 158.109375 1783168760.3984
MEM 158.796875 1783168760.5032
MEM 160.343750 1783168760.6083
