CMDLINE uvicorn app.main:app
MEM 0.156250 1783015317.7556
MEM 36.859375 1783015317.8609
MEM 51.406250 1783015317.9661
MEM 75.578125 1783015318.0712
MEM 93.328125 1783015318.1764
MEM 108.328125 1783015318.2815
MEM 118.921875 1783015318.3866
MEM 125.984375 1783015318.4870
MEM 131.265625 1783015318.5874
MEM 147.171875 1783015318.6925
MEM 151.031250 1783015318.7976
MEM 151.765625 1783015318.9027
MEM 152.203125 1783015319.0079
MEM 153.578125 1783015319.1123
MEM 155.781250 1783015319.2174
MEM 155.781250 1783015319.3226
MEM 155.796875 1783015319.4276
MEM 157.203125 1783015319.5327
MEM 157.203125 1783015319.6379
MEM 157.203125 1783015319.7434
MEM 157.203125 1783015319.8487
MEM 157.203125 1783015319.9542
MEM 157.203125 1783015320.0596
MEM 157.203125 1783015320.1641
MEM 157.437500 1783015320.2695
MEM 158.125000 1783015320.3747
MEM 158.125000 1783015320.4801
MEM 158.125000 1783015320.5830
MEM 158.125000 1783015320.6885
MEM 158.125000 1783015320.7936
MEM 158.125000 1783015320.8942
MEM 158.125000 1783015320.9978
MEM 158.125000 1783015321.1033
MEM 158.125000 1783015321.2087
MEM 158.125000 1783015321.3142
MEM 158.125000 1783015321.4192
MEM 158.125000 1783015321.5223
MEM 158.125000 1783015321.6278
MEM 158.125000 1783015321.7331
MEM 158.125000 1783015321.8366
MEM 158.125000 1783015321.9402
MEM 158.125000 1783015322.0446
MEM 119.078125 1783015322.1498
MEM 121.359375 1783015322.2550
MEM 122.968750 1783015322.3602
MEM 124.109375 1783015322.4655
MEM 124.562500 1783015322.5707
MEM 124.562500 1783015322.6759
MEM 124.812500 1783015322.7811
MEM 124.812500 1783015322.8855
MEM 125.687500 1783015322.9909
MEM 125.687500 1783015323.0962
MEM 125.687500 1783015323.1975
MEM 125.687500 1783015323.3022
MEM 125.687500 1783015323.4077
MEM 125.687500 1783015323.5086
MEM 125.687500 1783015323.6141
MEM 125.687500 1783015323.7194
MEM 125.703125 1783015323.8246
MEM 125.703125 1783015323.9298
MEM 125.703125 1783015324.0335
MEM 125.703125 1783015324.1363
MEM 125.437500 1783015324.2415
MEM 125.437500 1783015324.3431
MEM 121.968750 1783015324.4453
MEM 121.968750 1783015324.5508
MEM 121.968750 1783015324.6563
MEM 121.968750 1783015324.7582
MEM 121.968750 1783015324.8624
MEM 121.968750 1783015324.9645
MEM 121.421875 1783015325.0679
MEM 121.421875 1783015325.1708
MEM 121.421875 1783015325.2712
MEM 121.421875 1783015325.3757
MEM 121.421875 1783015325.4762
MEM 121.421875 1783015325.5782
MEM 121.390625 1783015325.6810
MEM 121.140625 1783015325.7862
MEM 121.015625 1783015325.8898
MEM 120.437500 1783015325.9918
MEM 120.437500 1783015326.0942
MEM 120.437500 1783015326.1969
MEM 119.390625 1783015326.3021
MEM 119.390625 1783015326.4073
MEM 119.171875 1783015326.5093
MEM 119.171875 1783015326.6118
MEM 119.171875 1783015326.7129
MEM 119.171875 1783015326.8171
MEM 119.171875 1783015326.9180
MEM 119.171875 1783015327.0211
MEM 119.171875 1783015327.1264
MEM 119.171875 1783015327.2318
MEM 119.171875 1783015327.3365
MEM 119.171875 1783015327.4420
MEM 119.171875 1783015327.5451
MEM 119.109375 1783015327.6490
MEM 119.109375 1783015327.7511
MEM 119.109375 1783015327.8563
MEM 119.109375 1783015327.9601
MEM 119.109375 1783015328.0652
MEM 119.109375 1783015328.1705
MEM 119.109375 1783015328.2757
MEM 119.109375 1783015328.3811
MEM 119.109375 1783015328.4864
MEM 119.109375 1783015328.5919
MEM 119.109375 1783015328.6955
MEM 119.109375 1783015328.8009
MEM 119.109375 1783015328.9063
MEM 119.109375 1783015329.0120
MEM 119.109375 1783015329.1154
MEM 119.109375 1783015329.2161
MEM 119.109375 1783015329.3179
MEM 119.109375 1783015329.4186
MEM 119.109375 1783015329.5212
MEM 119.109375 1783015329.6261
MEM 119.109375 1783015329.7304
MEM 119.109375 1783015329.8321
MEM 119.109375 1783015329.9374
MEM 119.109375 1783015330.0430
MEM 119.109375 1783015330.1446
MEM 119.109375 1783015330.2478
MEM 119.109375 1783015330.3525
MEM 119.109375 1783015330.4540
MEM 119.109375 1783015330.5593
MEM 119.109375 1783015330.6609
MEM 119.109375 1783015330.7634
MEM 119.109375 1783015330.8688
MEM 119.109375 1783015330.9740
MEM 119.109375 1783015331.0792
MEM 119.109375 1783015331.1844
MEM 119.109375 1783015331.2852
MEM 119.109375 1783015331.3905
MEM 119.109375 1783015331.4912
MEM 119.109375 1783015331.5921
MEM 119.109375 1783015331.6950
MEM 119.109375 1783015331.8003
MEM 120.296875 1783015331.9007
MEM 120.484375 1783015332.0022
MEM 121.875000 1783015332.1074
MEM 122.593750 1783015332.2126
MEM 123.468750 1783015332.3178
MEM 127.734375 1783015332.4187
MEM 130.750000 1783015332.5238
MEM 131.031250 1783015332.6277
MEM 132.000000 1783015332.7329
MEM 132.000000 1783015332.8381
MEM 132.000000 1783015332.9388
MEM 132.000000 1783015333.0439
MEM 132.000000 1783015333.1490
MEM 132.000000 1783015333.2540
MEM 132.000000 1783015333.3591
MEM 132.000000 1783015333.4641
MEM 132.000000 1783015333.5691
MEM 132.000000 1783015333.6746
MEM 132.000000 1783015333.7796
MEM 132.000000 1783015333.8846
MEM 132.109375 1783015333.9897
MEM 132.109375 1783015334.0947
MEM 132.625000 1783015334.1997
MEM 134.781250 1783015334.3048
MEM 136.515625 1783015334.4100
MEM 137.578125 1783015334.5140
MEM 138.406250 1783015334.6188
MEM 138.953125 1783015334.7239
MEM 139.656250 1783015334.8244
MEM 140.562500 1783015334.9249
MEM 140.656250 1783015335.0301
MEM 141.468750 1783015335.1353
MEM 141.546875 1783015335.2407
MEM 142.250000 1783015335.3421
MEM 142.515625 1783015335.4475
MEM 142.531250 1783015335.5478
MEM 142.546875 1783015335.6523
MEM 142.546875 1783015335.7549
MEM 142.546875 1783015335.8570
MEM 142.546875 1783015335.9624
MEM 142.546875 1783015336.0644
MEM 142.546875 1783015336.1667
MEM 142.546875 1783015336.2691
MEM 142.546875 1783015336.3698
MEM 142.546875 1783015336.4706
MEM 142.546875 1783015336.5711
MEM 142.546875 1783015336.6729
MEM 142.546875 1783015336.7784
MEM 143.343750 1783015336.8834
MEM 143.359375 1783015336.9887
MEM 143.796875 1783015337.0900
MEM 143.796875 1783015337.1954
MEM 143.796875 1783015337.2964
MEM 143.796875 1783015337.3969
MEM 143.796875 1783015337.5019
MEM 143.796875 1783015337.6061
MEM 143.796875 1783015337.7116
MEM 143.796875 1783015337.8171
MEM 143.796875 1783015337.9210
MEM 143.796875 1783015338.0264
MEM 143.796875 1783015338.1318
MEM 143.796875 1783015338.2370
MEM 143.796875 1783015338.3424
MEM 143.796875 1783015338.4445
MEM 143.796875 1783015338.5500
MEM 143.796875 1783015338.6553
MEM 143.796875 1783015338.7607
MEM 143.796875 1783015338.8642
MEM 143.796875 1783015338.9647
MEM 143.796875 1783015339.0702
MEM 143.796875 1783015339.1756
MEM 143.796875 1783015339.2810
MEM 143.796875 1783015339.3818
MEM 143.796875 1783015339.4874
MEM 143.796875 1783015339.5928
MEM 143.796875 1783015339.6976
MEM 143.796875 1783015339.7984
MEM 143.796875 1783015339.8990
MEM 143.796875 1783015340.0035
MEM 143.796875 1783015340.1080
MEM 143.796875 1783015340.2125
MEM 143.796875 1783015340.3171
MEM 143.796875 1783015340.4197
MEM 143.796875 1783015340.5251
MEM 143.796875 1783015340.6297
MEM 143.796875 1783015340.7351
MEM 143.796875 1783015340.8356
MEM 143.796875 1783015340.9392
MEM 143.796875 1783015341.0447
MEM 143.796875 1783015341.1474
MEM 143.796875 1783015341.2527
MEM 143.796875 1783015341.3572
MEM 143.796875 1783015341.4626
MEM 143.796875 1783015341.5669
MEM 143.796875 1783015341.6725
MEM 143.796875 1783015341.7776
MEM 143.796875 1783015341.8817
MEM 143.796875 1783015341.9862
MEM 143.796875 1783015342.0868
MEM 143.796875 1783015342.1924
MEM 143.796875 1783015342.2978
MEM 143.796875 1783015342.4000
MEM 143.796875 1783015342.5022
MEM 143.796875 1783015342.6076
MEM 143.796875 1783015342.7122
MEM 143.796875 1783015342.8175
MEM 143.796875 1783015342.9225
MEM 143.796875 1783015343.0277
MEM 143.796875 1783015343.1296
MEM 143.796875 1783015343.2309
MEM 143.796875 1783015343.3319
MEM 143.796875 1783015343.4364
MEM 143.796875 1783015343.5418
MEM 143.796875 1783015343.6466
MEM 143.796875 1783015343.7473
MEM 143.796875 1783015343.8522
MEM 143.796875 1783015343.9577
MEM 143.796875 1783015344.0631
MEM 143.796875 1783015344.1663
MEM 143.796875 1783015344.2694
MEM 143.796875 1783015344.3748
MEM 143.796875 1783015344.4764
MEM 143.796875 1783015344.5807
MEM 143.796875 1783015344.6831
MEM 143.796875 1783015344.7889
